date,open,high,low,close,volume,diversity
2021-07-19 02:00:00,-0.91,91.83,90.27,-34.5,17.766600000000004,12
2021-07-20 02:08:00,90.27,219.47000000000003,209.06,86.42,16.4316,13
2021-07-21 01:20:00,209.06,433.0299999999999,433.0299999999999,192.74,19.1617,11
2021-07-22 01:49:00,433.03000000000003,580.03,448.0899999999999,433.03000000000003,29.736900000000002,10
2021-07-23 02:04:00,448.0899999999999,448.0899999999999,237.56999999999994,237.56999999999994,38.0842,11
2021-07-24 01:56:00,237.56999999999994,237.56999999999994,22.230000000000018,22.230000000000018,51.159,12
2021-07-25 01:55:00,22.230000000000018,22.230000000000018,-154.97000000000003,-154.97000000000003,26.4506,19
2021-07-26 01:55:00,-154.97000000000003,-154.97000000000003,-467.88,-467.88,28.415,11
2021-07-27 01:54:00,-467.88,-467.8800000000001,-551.33,-694.3,54.068299999999994,15
2021-07-28 01:54:00,-551.33,-423.97,-577.45,-577.45,48.8275,8
2021-07-29 02:08:00,-577.45,-577.45,-703.47,-703.4699999999999,12.324,10
2021-07-30 02:08:00,-703.47,-703.47,-980.3600000000001,-980.3600000000001,32.851699999999994,13
2021-07-31 01:57:00,-980.3600000000001,-980.3599999999999,-1233.3899999999999,-1233.3899999999999,45.3443,10
2021-08-01 01:44:00,-1233.3899999999999,-1233.3900000000003,-1646.0699999999997,-1646.0699999999997,34.2508,10
2021-08-02 02:06:00,-1646.0699999999997,-1646.0699999999997,-2300.09,-2300.09,78.4341,9
2021-08-03 02:06:00,-2300.09,-2300.09,-2472.879999999999,-2472.879999999999,69.62200000000001,10
2021-08-04 02:06:00,-2472.879999999999,-2472.88,-2702.040000000001,-2702.040000000001,21.871800000000004,14
2021-08-05 02:07:00,-2702.040000000001,-2702.039999999999,-2904.0300000000007,-2904.0300000000007,34.8722,16
2021-08-06 01:40:00,-2904.0300000000007,-2904.0300000000007,-3333.4400000000005,-3333.4400000000005,27.1529,15
2021-08-07 01:40:00,-2404.0370000000003,-2440.0505000000003,-2453.345499999998,-2421.0590000000016,39.1902,13
2021-08-08 01:40:00,-2453.3455000000013,-2484.721999999998,-2619.245499999999,-2593.197499999999,44.0902,17
2021-08-09 01:40:00,-2619.2454999999986,-2644.161999999999,-3138.3775000000005,-3118.461500000001,58.69279999999999,5
2021-08-10 01:40:00,-3138.3775000000005,-3152.095500000001,-3239.996500000003,-3232.0950000000025,33.6426,11
2021-08-11 01:40:00,-3239.996500000003,-3246.364500000003,-3030.074000000002,-3118.2484999999983,31.8091,12
2021-08-12 01:51:00,-3030.0740000000014,-3032.926999999998,-2875.792000000004,-2863.6264999999967,11.424900000000001,17
2021-08-13 01:51:00,-2875.7920000000036,-2882.344999999997,-2966.544500000001,-2954.3790000000013,28.9184,20
2021-08-14 01:51:00,-2966.544500000001,-2973.097500000001,-3100.8365000000013,-3088.6710000000016,38.041399999999996,13
2021-08-15 01:52:00,-3100.836500000001,-3107.389500000002,-3207.7379999999994,-3195.5724999999998,44.128,13
2021-08-16 01:52:00,-3207.7379999999994,-3214.291,-3207.7694999999962,-3202.7524999999973,27.891200000000005,12
2021-08-17 01:52:00,-3207.7694999999962,-3207.9544999999976,-3192.688999999995,-3187.671999999995,52.79910000000001,13
2021-08-18 01:52:00,-3192.688999999994,-3192.8739999999952,-3237.1709999999966,-3232.153999999997,33.3159,11
2021-08-19 01:52:00,-3237.1709999999957,-3237.355999999997,-3114.516500000006,-3174.451000000002,36.2637,15
2021-08-20 01:52:00,-3114.516500000005,-3085.773999999996,-2879.9964999999966,-2871.560999999997,23.972299999999997,20
2021-08-21 01:52:00,-2879.9964999999956,-2881.703999999998,-2775.9770000000008,-2767.541500000001,26.2792,16
2021-08-22 01:52:00,-2775.9770000000008,-2777.684500000001,-2751.327499999996,-2742.891999999997,21.662399999999998,18
2021-08-23 01:52:00,-2751.327499999996,-2753.034999999997,-2742.659999999996,-2734.2244999999966,41.064499999999995,13
2021-08-24 01:52:00,-2742.659999999996,-2744.3674999999976,-2653.4469999999974,-2645.0115000000123,24.8358,24
2021-08-25 01:52:00,-2653.4469999999974,-2655.1545000000133,-2539.907500000002,-2531.4720000000016,30.4206,20
2021-08-26 01:52:00,-2539.907500000001,-2541.6150000000025,-2395.6220000000003,-2387.1865000000007,28.8404,18
2021-08-27 01:52:00,-2395.6220000000003,-2397.3295000000016,-2282.702000000002,-2274.2665000000025,23.9406,15
2021-08-28 01:52:00,-2282.702000000002,-2284.4095000000034,-2204.570499999999,-2196.1349999999975,37.9185,8
2021-08-29 01:53:00,-2204.570499999999,-2206.2779999999984,-2167.4250000000147,-2183.803500000011,68.18630000000002,13
2021-08-30 01:53:00,-2167.4249999999865,-2138.362000000003,-2158.1644999999944,-2148.422999999995,50.1455,17
2021-08-31 01:53:00,-2158.164499999996,-2161.4914999999946,-2196.676000000004,-2191.9515000000047,27.008599999999998,22
2021-09-01 01:53:00,-2196.6760000000068,-2199.8180000000048,-2192.5379999999986,-2187.8134999999984,41.785399999999996,19
2021-09-02 01:53:00,-2192.5380000000005,-2195.6799999999985,-2242.183500000003,-2237.4590000000026,29.9127,25
2021-09-03 01:53:00,-2242.1835000000046,-2245.3255000000026,-2262.8570000000145,-2258.1325000000143,57.400499999999994,18
2021-09-04 01:53:00,-2262.8570000000145,-2265.9990000000143,-2202.440999999988,-2197.7164999999895,19.8308,15
2021-09-05 01:53:00,-2202.4409999999916,-2205.5829999999896,-2251.3304999999928,-2246.6059999999907,22.8583,18
2021-09-06 01:53:00,-2251.3304999999928,-2254.4724999999926,-2272.314499999982,-2267.589999999982,37.2943,14
2021-09-07 01:39:00,-2272.314499999984,-2275.456499999982,-2303.6165000000146,-2298.8920000000126,27.366899999999998,14
2021-09-08 01:39:00,-2303.6165000000146,-2306.7585000000145,-2243.3264999999774,-2242.0204999999787,34.6964,14
