timestamp,open,high,low,close,volume,diversity
1668286620,0.0,0.0,0.0,0.0,3.1092000000000004,6
1668286620,0.0,0.0,0.0,0.0,0.8928,6
1668286620,0.0,0.0,0.0,0.0,1.3359999999999999,6
1668286620,0.0,0.0,0.0,0.0,0.32,6
1668286620,0.0,0.0,0.0,0.0,0.3326,7
1668286620,0.0,0.0,0.0,0.0,0.3368,7
1668286620,0.0,0.0,0.0,0.0,0.2714,7
1668286620,0.0,0.0,0.0,0.0,0.5262,9
1668286620,0.0,0.0,0.0,0.0,0.5264,9
1668286620,0.0,0.0,0.0,0.0,1.5642,9
1668286620,0.0,0.0,0.0,0.0,0.6528,9
1668286620,0.0,0.0,0.0,0.0,0.4087,7
1668286620,0.0,0.0,0.0,0.0,1.2610999999999999,8
1668286620,0.0,0.0,0.0,0.0,0.2192,9
1668286620,0.0,0.0,0.0,0.0,1.5366000000000002,9
1668286620,0.0,0.0,0.0,0.0,0.8472000000000001,9
1668286620,0.0,0.0,0.0,0.0,0.4232,4
1668286620,0.0,0.0,0.0,0.0,0.32880000000000004,5
1668286620,0.0,0.0,0.0,0.0,0.5661,6
1668286620,4.030499999999998,-1.0160000000000022,0.6684999999999967,5.710000000000001,0.7905000000000001,6
1668286620,0.6684999999999979,-5.018500000000001,-3.4675000000000034,2.218000000000001,0.37920000000000004,6
1668286620,-3.467500000000002,-9.7855,-8.376500000000004,-2.0599999999999987,0.37920000000000004,6
1668286620,-8.376500000000004,-14.6945,-13.396500000000003,-7.079999999999998,0.37920000000000004,6
1668286620,-13.396500000000003,-19.7145,-18.511500000000005,-12.194999999999999,0.37920000000000004,6
1668286620,-18.511500000000005,-24.829500000000003,-23.730000000000004,-17.4135,0.37920000000000004,6
1668286620,-23.730000000000004,-30.048000000000002,-29.055500000000006,-22.738999999999997,0.37920000000000004,6
1668286620,-29.055500000000002,-35.3735,-34.526500000000006,-28.209999999999997,0.37920000000000004,6
1668286620,-34.526500000000006,-40.8445,-40.151500000000006,-33.834999999999994,0.3789,6
1668286620,-40.1515,-46.4695,-45.895,-39.5785,1.0305,6
1668286620,-45.895,-52.688,-52.2685,-45.47,0.7762,6
1668286620,-52.2685,-59.53099999999999,-59.266000000000005,-51.998000000000005,0.1038,6
1668286620,-59.266000000000005,-66.188,-65.912,-58.99550000000001,0.5196,6
1668286620,-65.912,-73.122,-72.8475,-65.64150000000001,0.4204,6
1668286620,-72.8475,-80.184,-79.90950000000001,-72.577,0.8722000000000001,7
1668286620,-79.90950000000001,-87.28299999999999,-87.0085,-79.639,1.133,6
1668286620,-87.0085,-94.3835,-94.10900000000001,-86.738,0.7367000000000001,5
1668286620,-94.109,-101.86149999999999,-101.587,-93.8385,0.44120000000000004,6
1668286620,-101.587,-109.4,-109.12549999999999,-101.31649999999999,0.23810000000000003,5
1668286620,-109.12550000000002,-116.90899999999999,-116.6345,-108.85499999999999,0.41669999999999996,6
1668286620,-116.63450000000003,-124.4145,-124.14000000000001,-116.36399999999999,0.52,7
1668286620,-124.14000000000001,-131.42749999999998,-131.128,-123.86949999999999,0.3592,9
1668286620,-131.12800000000001,-137.78449999999998,-137.426,-130.7985,1.0644,10
1668286620,-137.426,-144.08249999999998,-143.69199999999998,-137.0645,0.9306,6
1668286620,-143.692,-150.34849999999997,-149.90349999999998,-143.276,2.5835999999999997,6
1668286620,-149.9035,-156.56,-156.0625,-149.435,1.0516999999999999,6
1668286620,-156.0625,-162.719,-162.176,-155.5485,0.5723999999999999,4
1668286620,-162.176,-168.83249999999998,-168.262,-161.63449999999997,0.5723999999999999,4
1668286620,-168.262,-174.91849999999994,-174.33249999999998,-167.70499999999998,0.5723999999999999,4
1668286620,-174.3325,-180.98899999999998,-180.438,-173.8105,0.1017,4
1668286620,-180.43800000000002,-186.61949999999996,-186.0335,-179.888,0.1356,4
1668286620,-186.0335,-191.7455,-191.1045,-185.42849999999999,0.1356,4
1668286620,-191.1045,-196.506,-195.81749999999997,-190.44099999999997,0.2278,4
1668286620,-195.8175,-200.61399999999998,-199.83749999999995,-195.06599999999997,0.5041,4
1668286620,-199.83749999999998,-203.85699999999997,-202.92949999999996,-198.93499999999997,0.5651999999999999,3
1668286620,-202.9295,-206.253,-205.14299999999997,-201.84449999999998,0.4113,5
1668286620,-205.14300000000003,-207.78849999999997,-206.49200000000002,-203.8715,0.8899999999999999,4
1668286620,-206.49200000000002,-208.5845,-207.288,-205.1805,1.4652,9
1668286620,-207.288,-209.40550000000002,-208.109,-205.9765,2.1964,8
1668286620,-208.109,-210.5985,-209.30200000000005,-206.79749999999999,1.38,8
1668286620,-209.30200000000005,-211.99949999999998,-210.70300000000003,-207.99050000000003,1.4325999999999999,6
1668286620,-210.70300000000003,-214.12900000000005,-212.85750000000007,-209.3915,0.299,7
1668286620,-212.85750000000007,-216.95350000000008,-215.74100000000007,-211.60500000000002,0.09,5
1668286620,-215.74100000000007,-220.65400000000008,-219.51350000000008,-214.56050000000005,0.2852,6
1668286620,-219.51350000000008,-225.20900000000006,-224.16100000000006,-218.42550000000006,0.8371,4
1668286620,-224.16100000000006,-230.57000000000002,-229.60650000000004,-223.15750000000008,0.47140000000000004,4
1668286620,-229.60650000000004,-236.74449999999996,-235.86950000000007,-228.69150000000008,1.063,4
1668286620,-235.86950000000007,-243.74400000000006,-242.92300000000006,-235.00850000000008,1.686,4
1668286620,-242.92300000000006,-251.57450000000003,-250.79850000000005,-242.1070000000001,0.8933,4
1668286620,-250.79850000000005,-260.221,-259.46450000000004,-250.0020000000001,1.48,4
