date,open,high,low,close,volume,diversity
2021-07-19 02:00:00,0.91,-91.83,-90.27,34.5,17.766600000000004,12
2021-07-20 02:08:00,-90.27,-219.47,-209.06,-86.42,16.4316,13
2021-07-21 01:20:00,-209.06,-433.03,-433.03,-192.74,19.1617,11
2021-07-22 01:49:00,-433.03,-580.03,-448.09,-433.03,29.736900000000002,10
2021-07-23 02:04:00,-448.09,-448.09,-237.57,-237.57,38.0842,11
2021-07-24 01:56:00,-237.57,-237.57,-22.23,-22.23,51.159,12
2021-07-25 01:55:00,-22.23,-22.23,154.97,154.97,26.4506,19
2021-07-26 01:55:00,154.97,154.97,467.88,467.88,28.415,11
2021-07-27 01:54:00,467.88,467.88,551.33,694.3,54.068299999999994,15
2021-07-28 01:54:00,551.33,423.97,577.45,577.45,48.8275,8
2021-07-29 02:08:00,577.45,577.45,703.47,703.47,12.324,10
2021-07-30 02:08:00,703.47,703.47,980.36,980.36,32.851699999999994,13
2021-07-31 01:57:00,980.36,980.36,1233.39,1233.39,45.3443,10
2021-08-01 01:44:00,1233.39,1233.39,1646.07,1646.07,34.2508,10
2021-08-02 02:06:00,1646.07,1646.07,2300.09,2300.09,78.4341,9
2021-08-03 02:06:00,2300.09,2300.09,2472.88,2472.88,69.62200000000001,10
2021-08-04 02:06:00,2472.88,2472.88,2702.04,2702.04,21.871800000000004,14
2021-08-05 02:07:00,2702.04,2702.04,2904.03,2904.03,34.8722,16
2021-08-06 01:40:00,2904.03,2904.03,3333.44,3333.44,27.1529,15
2021-08-07 01:40:00,3333.44,3333.44,3560.74,3560.74,39.1902,13
2021-08-08 01:40:00,3560.74,3560.74,3927.53,3927.53,44.0902,17
2021-08-09 01:40:00,3927.53,3927.53,4691.7,4691.7,58.69279999999999,5
2021-08-10 01:40:00,4691.7,4691.7,5068.39,5068.39,33.6426,11
2021-08-11 01:40:00,5068.39,5068.39,5137.76,5238.1,31.8091,12
2021-08-12 01:51:00,5137.76,5134.06,5258.27,5258.27,11.424900000000001,17
2021-08-13 01:51:00,5258.27,5258.27,5631.72,5631.72,28.9184,20
2021-08-14 01:51:00,5631.72,5631.72,6061.33,6061.33,38.041399999999996,13
2021-08-15 01:52:00,6061.33,6061.33,6468.25,6468.25,44.128,13
2021-08-16 01:52:00,6468.25,6468.25,6779.7,6779.7,27.891200000000005,12
2021-08-17 01:52:00,6779.7,6779.7,7090.26,7090.26,52.79910000000001,13
2021-08-18 01:52:00,7090.26,7090.26,7473.23,7473.23,33.3159,11
2021-08-19 01:52:00,7473.23,7473.23,7685.85,7754.22,36.2637,15
2021-08-20 01:52:00,7685.85,7655.4,7778.59,7778.59,23.972299999999997,20
2021-08-21 01:52:00,7778.59,7778.59,7991.86,7991.86,26.2792,16
2021-08-22 01:52:00,7991.86,7991.86,8265.48,8265.48,21.662399999999998,18
2021-08-23 01:52:00,8265.48,8265.48,8561.23,8561.23,41.064499999999995,13
2021-08-24 01:52:00,8561.23,8561.23,8775.7,8775.7,24.8358,24
2021-08-25 01:52:00,8775.7,8775.7,8965.22,8965.22,30.4206,20
2021-08-26 01:52:00,8965.22,8965.22,9109.75,9109.75,28.8404,18
2021-08-27 01:52:00,9109.75,9109.75,9282.94,9282.94,23.9406,15
2021-08-28 01:52:00,9282.94,9282.94,9482.56,9482.56,37.9185,8
2021-08-29 01:53:00,9482.56,9482.56,9695.61,9721.73,68.18630000000002,13
2021-08-30 01:53:00,9695.61,9663.22,9929.4,9929.4,50.1455,17
2021-08-31 01:53:00,9929.4,9929.4,10222.13,10222.13,27.008599999999998,22
2021-09-01 01:53:00,10222.13,10222.13,10479.03,10479.03,41.785399999999996,19
2021-09-02 01:53:00,10479.03,10479.03,10786.41,10786.41,29.9127,25
2021-09-03 01:53:00,10786.41,10786.41,11056.86,11056.86,57.400499999999994,18
2021-09-04 01:53:00,11056.86,11056.86,11234.77,11234.77,19.8308,15
2021-09-05 01:53:00,11234.77,11234.77,11520.71,11520.71,22.8583,18
2021-09-06 01:53:00,11520.71,11520.71,11775.98,11775.98,37.2943,14
2021-09-07 01:39:00,11775.98,11775.98,12035.39,12035.39,27.366899999999998,14
2021-09-08 01:39:00,12035.39,12035.39,12200.85,12200.85,34.6964,14
2021-09-09 01:39:00,12200.85,12200.85,12394.38,12394.38,27.798099999999994,12
2021-09-10 01:39:00,12394.38,12394.38,12685.61,12685.61,33.88549999999999,18
2021-09-11 01:57:00,12685.61,12685.61,12819.01,12819.01,29.053199999999997,10
2021-09-12 01:42:00,12819.01,12819.01,13099.43,13099.43,38.7991,15
2021-09-13 01:39:00,13099.43,13099.43,13349.28,13349.28,28.9361,18
2021-09-14 01:39:00,13349.28,13349.28,13579.25,13579.25,29.8913,16
2021-09-15 01:39:00,13579.25,13579.25,13785.42,13785.42,22.8465,17
2021-09-16 01:39:00,13785.42,13785.42,13910.52,13910.52,27.6153,17
2021-09-17 01:39:00,13910.52,13910.52,14123.18,14123.18,28.03,17
2021-09-18 01:39:00,14123.18,14123.18,14277.67,14277.67,28.4607,19
2021-09-19 01:39:00,14277.67,14277.67,14532.4,14532.4,40.964800000000004,15
2021-09-20 01:39:00,14532.4,14532.4,14814.84,14814.84,58.120200000000004,18
2021-09-21 01:40:00,14814.84,14814.84,15073.45,15073.45,39.573600000000006,18
2021-09-22 01:40:00,15073.45,15073.45,15236.43,15236.43,22.9812,18
2021-09-23 01:40:00,15236.43,15236.43,15545.22,15545.22,47.513799999999996,13
2021-09-24 01:40:00,15545.22,15545.22,15814.53,15814.53,32.7809,16
2021-09-25 01:40:00,15814.53,15764.24,15921.41,15921.41,38.320800000000006,14
2021-09-26 01:40:00,15921.41,15921.41,16348.06,16348.06,43.0873,11
2021-09-27 01:40:00,16348.06,16348.06,16816.1,16816.1,47.0453,17
2021-09-28 01:40:00,16816.1,16816.1,17046.55,17046.55,35.6011,15
2021-09-29 01:40:00,17046.55,17046.55,17318.29,17318.29,49.6091,13
2021-09-30 01:40:00,17318.29,17318.29,17662.82,17662.82,38.0188,15
2021-10-01 01:41:00,17662.82,17662.82,18035.67,18035.67,32.8959,18
2021-10-02 01:41:00,18035.67,18035.67,18333.1,18333.1,47.804899999999996,22
2021-10-03 01:41:00,18333.1,18333.1,18559.7,18559.7,28.3742,22
2021-10-04 01:41:00,18559.7,18559.7,18747.65,18747.65,34.4272,20
2021-10-05 01:41:00,18747.65,18747.65,19011.74,19011.74,40.73950000000001,24
2021-10-06 01:41:00,19011.74,19011.74,19344.98,19344.98,44.7006,23
